language,backend,source_en,reference,hypothesis,elapsed_seconds,status
ta,indic_nllb,Commons Administrator Adam Cuerden expressed his frustration over the deletions when he spoke to Wikinews last month.,காமனின் நிர்வாக அதிகாரி ஆடம் க்யூடென் கடந்த மாதம் விக்கி செய்திகளுக்காக பேசிய போது நீக்கம் குறித்த அவரது அதிருப்தியை வெளிப்படுத்தினார்.,கடந்த மாதம் விக்கிநூஸுடன் பேசியபோது காமன்ஸ் நிர்வாகி ஆடம் கியூர்டன் இந்த நீக்கங்கள் குறித்து தனது ஏமாற்றத்தை வெளிப்படுத்தினார்.,0.6342108249664307,ok
ta,indic_nllb,Plans for vaccines to be delivered to the historically most affected areas this year were delayed due to lack of funds and low prioritisation relative to other diseases.,இந்த ஆண்டு வரலாற்று ரீதியாக அதிகம் பாதிப்புடைய பகுதிகளுக்கு நிதி சுமை மற்றும் பிற நோய்களுக்கான முன்னுரிமை காரணமாக தடுப்பூசிகள் வழங்குவதில் தாமதம் ஏற்பட்டுள்ளது.,வரலாற்று ரீதியாக மிகவும் பாதிக்கப்பட்ட பகுதிகளுக்கு இந்த ஆண்டு தடுப்பூசிகளை வழங்குவதற்கான திட்டங்கள் நிதி பற்றாக்குறையால் தாமதமாகிவிட்டன மற்றும் பிற நோய்களுடன் ஒப்பிடும்போது குறைந்த முன்னுரிமை வழங்கப்பட்டது.,0.8459086418151855,ok
ta,indic_nllb,"For some, understanding something about how aircraft work and what happens during a flight may help to overcome a fear which is based on the unknown or on not being in control.","சிலருக்கு, விமானம் எவ்வாறு வேலை செய்யும் மற்றும் ஒரு விமானத்தில் பயணிக்கும் போது என்ன நடக்கிறது என்பதைப் பற்றி ஏதாவது புரிந்து கொள்வது, அறியப்படாத அல்லது தனது கட்டுப்பாட்டில் இல்லாத ஒருவித பயத்தை சமாளிக்க உதவும்.","விமானம் எவ்வாறு இயங்குகிறது மற்றும் விமானத்தின் போது என்ன நடக்கிறது என்பதைப் பற்றி சிலருக்கு புரிந்துகொள்வது, அறியப்படாத அல்லது கட்டுப்பாட்டில் இல்லாததால் ஏற்படும் பயத்தை சமாளிக்க உதவும்.",0.6919384002685547,ok
ta,indic_nllb,"As the areas are sparsely populated, and light pollution therefore often not a problem, you will also be able to enjoy the stars.","பகுதிகள் குறைவாக இருப்பதால், ஒளி மாசுப்பாடு பெரும்பாலும் பிரச்சனையாக இல்லை என்பதால் நீங்கள் நட்சத்திரங்களை அனுபவிக்க முடியும்.","இந்த பகுதிகளில் மக்கள் தொகை குறைவாக இருப்பதால், ஒளி மாசுபாடு பெரும்பாலும் ஒரு பிரச்சினையாக இருக்காது என்பதால், நீங்கள் நட்சத்திரங்களை அனுபவிக்க முடியும்.",0.6361753940582275,ok
ta,indic_nllb,Vatican City uses Italian in its legislation and official communications.,வாடிகன் நகரம் அதன் சட்டம் மற்றும் அதிகாரப்பூர்வ தகவல் தொடர்புகளில் இத்தாலிய மொழியைப் பயன்படுத்துகிறது.,வாடிகன் நகரம் அதன் சட்டம் மற்றும் அதிகாரப்பூர்வ தகவல்தொடர்புகளில் இத்தாலிய மொழியைப் பயன்படுத்துகிறது.,0.5322494506835938,ok
ta,indic_nllb,Subcultures bring together like-minded individuals who feel neglected by societal standards and allow them to develop a sense of identity.,"துணை கலாச்சாரங்கள், சமுதாய தரங்களால் புறக்கணிக்கப்பட்டதாக தங்களுக்குள் உணரும் ஒத்த சிந்தனையுள்ள மனிதர்களை ஒன்றிணைத்து, தங்களுக்கென ஒரு அடையாளத்தை வளர்த்துக்கொள்ள உதவுகின்றன.",சமூக தரநிலைகளால் புறக்கணிக்கப்படுவதை உணரும் ஒத்த எண்ணமுள்ள தனிநபர்களை துணை கலாச்சாரங்கள் ஒன்றாகக் கொண்டு வருகின்றன.,0.5612521171569824,ok
ta,indic_nllb,The scenes are displayed on the pyramids and the different pyramids are lit up.,காட்சிகள் பிரமிடுகளில் காட்சிப்படுத்தப்பட்டு வெவ்வேறு பிரமிடுகள் ஒளியேற்றப்படும்.,"இந்த காட்சிகள் பீரமிடுகளில் காண்பிக்கப்படுகின்றன, மேலும் பல்வேறு பீரமிடுகள் விளக்குகள்.",0.48702311515808105,ok
ta,indic_nllb,It is reported that some 9400 homes in the region are without water and approximately 100 without electricity.,"சுமார் 9400 வீடுகளில் தண்ணீர் இல்லாமல், சுமார் 100 வீடுகள் மின்சாரம் இல்லாமல் இப்பகுதியில் இருப்பதாக தெரிவிக்கப்பட்டுள்ளது.","இந்த பகுதியில் சுமார் 9,400 வீடுகள் தண்ணீர் இல்லாமல் உள்ளன என்றும், சுமார் 100 வீடுகள் மின்சாரம் இல்லாமல் உள்ளன என்றும் தெரிவிக்கப்பட்டுள்ளது.",0.5075869560241699,ok
ta,indic_nllb,"He added that ""they should not, however, be asked to take on obligations that go beyond their development stage, responsibility and capabilities.""","’அவர்களது வளர்ச்சி நிலை, பொறுப்பு மற்றும் திறன்களை மீறிய கடமைகளை ஏற்றுக்கொள்ளுமாறு அவர்களை நீங்கள் கேட்க கூடாது’ என்று அவர் மேலும் கூறினார்.","""ஆனால், அவர்கள் வளர்ச்சியின் கட்டம், பொறுப்பு மற்றும் திறனை மீறி கடமைகளை ஏற்கக் கூடாது"" என்று அவர் மேலும் கூறினார்.",0.5202357769012451,ok
ta,indic_nllb,Congress began funding the obscenity initiative in fiscal 2005 and specified that the FBI must devote 10 agents to adult pornography.,"2005 ஆம் நிதியாண்டில் ஆபாசத்தை தடுக்கும் முயற்சிக்கு நிதியளிக்கத் தொடங்கிய காங்கிரஸ், வயது வந்தோருக்கான ஆபாசப் படங்களுக்கு FBI 10 முகவர்களை ஒதுக்க வேண்டும் என்று குறிப்பிட்டது.","காங்கிரஸ் 2005 ஆம் ஆண்டில் ஆபாசத் திட்டத்தை நிதியளிக்கத் தொடங்கியது. மேலும், FBI 10 முகவர்களை வயதுவந்த ஆபாசத்திற்கு ஒதுக்க வேண்டும் என்று குறிப்பிட்டது.",0.6710832118988037,ok
ta,indic_nllb,"Famous singers across the country presented bhajans, or devotional songs, to Shri Shyam's feet.",நாடெங்கிலும் உள்ள புகழ்பெற்ற பாடகர்கள் ஸ்ரீ ஷ்யாமின் பாதங்களில் பஜனைகள் அல்லது பக்திப் பாடல்களை வழங்கினர்.,நாடு முழுவதும் பிரபலமான பாடகர்கள் ஸ்ரீ சயாமின் கால்களுக்கு பஜான்கள் அல்லது பக்தி பாடல்களை வழங்கினர்.,0.48364806175231934,ok
ta,indic_nllb,It is Martelly's fifth CEP in four years.,இது நான்கு ஆண்டுகளில் மார்ட்டெல்லியின் ஐந்தாவது CEP.,நான்கு வருடங்களில் இது மார்டெல்லியின் ஐந்தாவது தலைமை நிர்வாக அதிகாரி.,0.332106351852417,ok
ta,indic_nllb,"France is the seventh country in the European Union to suffer this virus; following Austria, Germany, Slovenia, Bulgaria, Greece and Italy.","ஆஸ்டரியா, ஜெர்மனி, ஸ்லோவானியா, பல்கேரியா, கிரீஸ் மற்றும் இத்தாலியை அடுத்து இந்த வைரசினால் பாதிக்கப்பட்ட ஐரோப்பிய ஒன்றியத்தின் ஏழாவது நாடாக ஃபிரான்ஸ் ஆகிறது.","இந்த வைரஸ் பாதிப்பில் பாதிக்கப்பட்ட ஐரோப்பிய ஒன்றியத்தில் ஏழாவது நாடாக பிரான்ஸ் உள்ளது; ஆஸ்திரியா, ஜெர்மனி, ஸ்லோவேனியா, பல்ஜியா, கிரீஸ் மற்றும் இத்தாலி ஆகிய நாடுகளுக்குப் பிறகு.",0.8758547306060791,ok
ta,indic_nllb,"During the 1976 selections he advised Carter on foreign policy, then served as National Security Advisor (NSA) from 1977 to 1981, succeeding Henry Kissinger.","1976 தேர்வுகளின் போது அவர் கார்டருக்கு வெளியுறவுக் கொள்கை குறித்து ஆலோசனை வழங்கினார், பின்னர்  ஹென்றி கிஸ்ஸிங்கருக்குப் பின் 1977 முதல் 1981 வரை தேசிய பாதுகாப்பு ஆலோசகராக (NSA) பணியாற்றினார்.","1976 தேர்தலின் போது அவர் வெளியுறவுக் கொள்கையில் கார்ட்டருக்கு ஆலோசனை வழங்கினார், பின்னர் 1977 முதல் 1981 வரை தேசிய பாதுகாப்பு ஆலோசகராக (NSA) பணியாற்றினார், ஹென்றி கிசிங்கரைப் பின்தொடர்ந்தார்.",0.9461476802825928,ok
te,indic_nllb,British pounds will generally be accepted anywhere in the islands and within Stanley credit cards and United States dollars are also often accepted.,బ్రిటీష్ పౌండ్లు సాధారణంగా ద్వీపాలలో ఎక్కడైనా చెల్లుతాయి మరియు స్టాన్లీ క్రెడిట్ కార్డులు ఇంకా యునైటెడ్ స్టేట్స్ డాలర్లు కూడా తరచుగా చెల్లుతాయి.,బ్రిటిష్ పౌండ్లు సాధారణంగా ద్వీపాలలో ఎక్కడైనా అంగీకరించబడతాయి మరియు స్టాన్లీ క్రెడిట్ కార్డులు మరియు యునైటెడ్ స్టేట్స్ డాలర్లు కూడా తరచుగా అంగీకరించబడతాయి.,0.6950113773345947,ok
te,indic_nllb,"One was sent to George Washington on July 6, who had it read to his troops in New York on July 9. A copy reached London on August 10.","ఒకరిని జూలై 6న జార్జ్ వాషింగ్టన్‌కు పంపారు, అతను జూలై 9న న్యూయార్క్‌లోని తన దళాలకు చదివి వినిపించాడు. ఒక కాపీ ఆగస్టు 10న లండన్‌కు చేరుకుంది.",జూలై 6న జార్జ్ వాషింగ్టన్కు ఒక కాపీని పంపించారు. జార్జ్ వాషింగ్టన్ జూలై 9న న్యూయార్క్లో తన సైన్యం ముందు చదివించాడు. ఆ కాపీ ఆగస్టు 10న లండన్ చేరుకుంది.,1.0055084228515625,ok
te,indic_nllb,"Montevideo is in the subtropics; in the summer months, temperatures above +30°C are common.","Montevideo ఉపఉష్ణమండలంలో ఉన్న ప్రదేశం; వేసవి కాలంలో, +30°C కంటే ఎక్కువ ఉష్ణోగ్రతలు ఈ ప్రాంతంలో సర్వసాధారణం.",మోన్టెవిడియో ఉపఉష్ణమండలంలో ఉంది; వేసవి నెలల్లో +30°C కంటే ఎక్కువ ఉష్ణోగ్రతలు సాధారణం.,0.5708518028259277,ok
te,indic_nllb,He is speculated to make a run for president in 2016.,2016లో అతను అధ్యక్ష పదవికి పోటీ చేస్తాడని ఊహించడం జరిగింది.,2016లో ఆయన అధ్యక్ష పదవికి పోటీ చేయనున్నట్లు అంచనా వేస్తున్నారు.,0.3023800849914551,ok
te,indic_nllb,"This is the place the British colonisers took as their own and so if you are looking for evidence of the territory's colonial past, this is a good place to start.","బ్రిటిష్ వలసవాదులు తమ సొంత ప్రదేశంగా తీసుకున్న చోటు ఇదే, మరియు మీరు దేశం యొక్క వలసరాజ్యాల ఆధారం గురించి వెతుకుతున్నట్లయితే, దానిని ప్రారంభించడానికి ఇదే సరైన చోటు.","ఈ ప్రదేశం బ్రిటిష్ వలసదారులు తమ సొంతంగా తీసుకున్నారు మరియు మీరు భూభాగం యొక్క వలస గతానికి ఆధారాలు వెతుకుతున్నట్లయితే, ఇది ప్రారంభించడానికి మంచి ప్రదేశం.",0.7131233215332031,ok
te,indic_nllb,"The qualities that determine a subculture as distinct may be linguistic, aesthetic, religious, political, sexual, geographical, or a combination of factors.","ఉపసంస్కృతిని వైవిధ్యంగా నిర్ధారించే  లక్షణాలు  భాషా, సౌందర్య, మత, రాజకీయ, లైంగిక, భౌగోళికపరంగా  లేదా అంశాల  మిళితం  కావచ్చు.","ఒక ఉపసంస్కృతిని వేరుచేసే లక్షణాలు భాషా, సౌందర్య, మత, రాజకీయ, లైంగిక, భౌగోళిక లేదా కారకాల కలయిక కావచ్చు.",0.6722202301025391,ok
te,indic_nllb,"Aristotle, a philosopher, theorised that everything is made up of a mixture of one or more of four elements. They were earth, water, air, and fire.","తత్వవేత్త అయిన అరిస్టాటిల్, భూమి, నీరు, గాలి ఇంకా అగ్ని అనే నాలుగు అంశాలలో ప్రతిదీ ఒకటి లేదా అంతకంటే ఎక్కువ అంశాల మిశ్రమంతో రూపొందించబడిందని సిద్ధాంతప్రకారంగా నిరూపించారు.","అరిస్టాటిల్ అనే తత్వవేత్త, భూమి, నీరు, గాలి, అగ్ని అనే నాలుగు మూలకాలలో ఒకటి లేదా అంతకంటే ఎక్కువ వాటితో ప్రతిదీ కలిపి ఉందన్న సిద్ధాంతాన్ని రూపొందించాడు.",0.825728178024292,ok
te,indic_nllb,The term bug is used by entomologists in a formal sense for this group of insects.,ఈ కీటకాల సమూహానికి ఒక సంప్రదాయ పరంగా ఎంటోమాలజిస్ట్ లు బగ్ అనే పదాన్ని ఉపయోగిస్తారు.,ఈ సకశేరుల సమూహానికి సంబంధించిన ఒక అధికారిక అర్థంలో ఎంటోమోలాజిస్టులు ఈ పదం బగ్ అని పిలుస్తారు.,0.5710365772247314,ok
te,indic_nllb,The Report is highly critical of almost every aspect of the present policy of the Executive towards Iraq and it urges an immediate change of direction.,ఇరాక్ పట్ల కార్యనిర్వాహక వర్గం యొక్క ప్రస్తుత విధానం యొక్క దాదాపు ప్రతి అంశాన్ని ఈ నివేదిక తీవ్రంగా విమర్శిస్తుంది మరియు ఇది తక్షణం దిశను మార్చాలని కోరుకుంది.,ఈ నివేదిక ఇరాక్ పట్ల ఎగ్జిక్యూటివ్ పాలసీ యొక్క దాదాపు ప్రతి అంశంపై తీవ్ర విమర్శలు కలిగి ఉంది మరియు తక్షణ దిశలో మార్పును కోరుతుంది.,0.7066333293914795,ok
te,indic_nllb,Posted speed limits are noticeably lower than in previous and subsequent sections — commonly 35-40 mph (56-64 km/h) — and strict obedience to them is even more important than otherwise.,"పోస్ట్ చేసిన వేగం పరిమితులు ముందు, తరువాతి విభాగాల కంటే చాలా తక్కువగా ఉంటాయి — సాధారణంగా 35-40 mph (56-64 km/h) — ఇంకా వాటికి కఠినమైన అణకువ ముఖ్యమైనది లేకపోతె ప్రమాదాలు సంభవించవచ్చు.",మునుపటి మరియు తరువాతి విభాగాలలోని కంటే గణనీయంగా తక్కువ వేగ పరిమితులు  సాధారణంగా 35-40 mph (56-64 km/h)  మరియు వాటికి కఠినమైన విధేయత ఇతర కంటే కూడా చాలా ముఖ్యం.,0.9593508243560791,ok
te,indic_nllb,"In remote locations, without cell phone coverage, a satellite phone may be your only option.","మారుమూల ప్రదేశాల్లో, సెల్ ఫోన్ కవరేజీ లేకుండా,  శాటిలైట్ ఫోన్ మాత్రమే మీ ఏకైక ఎంపిక కావొచ్చు.","సుదూర ప్రాంతాల్లో, సెల్ ఫోన్ కవరేజ్ లేకుండా, ఉపగ్రహ ఫోన్ మీ ఏకైక ఎంపిక కావచ్చు.",0.5029768943786621,ok
te,indic_nllb,Sleep interruption is the process of purposefully awakening during your normal sleep period and falling asleep a short time later (10–60 minutes).,నిద్రకు అంతరాయం అనేది మీ సాధారణ నిద్ర కాలంలో ఉద్దేశ్యపూర్వకంగా మేల్కొనే ప్రక్రియ ఇంకా కొద్ది కాలం తరువాత నిద్రపోవడం (10–60 నిమిషాలు),నిద్ర అంతరాయం అనేది మీ సాధారణ నిద్ర కాలంలో ఉద్దేశపూర్వకంగా మేల్కొలపడం మరియు కొద్దిసేపటి తర్వాత నిద్రపోవడం (1060 నిమిషాలు).,0.6100764274597168,ok
te,indic_nllb,"Goats seem to have been first domesticated roughly 10,000 years ago in the Zagros Mountains of Iran.","మేకలు ఇరాన్ లోని జాగ్రోస్ పర్వతాలలో సుమారు 10,000 సంవత్సరాల క్రితం మొదటిసారిగా పెంపుడు జంతువులుగా ఉన్నట్లు తెలుస్తోంది.","ఇరాన్ లోని జాగ్రోస్ పర్వతాలలో సుమారు 10,000 సంవత్సరాల క్రితం మేకలను మొదట పెంపుడు జంతువులుగా పెంపొందించినట్లు తెలుస్తోంది.",0.6578419208526611,ok
te,indic_nllb,"The main Amazon River is 6,387 km (3,980 miles). It collects water from thousands of smaller rivers.","ప్రధాన అమెజాన్ నది 6,387 కిమీ (3,980 మైళ్ళు). ఇది వేలాది చిన్న నదుల నుండి నీటిని సేకరిస్తుంది.","ఆమాజోన్ నది ప్రధానంగా 6,387 కిలోమీటర్ల దూరంలో ఉంది. ఇది వేలాది చిన్న నదుల నుండి నీటిని సేకరిస్తుంది.",0.6597671508789062,ok
te,indic_nllb,Segregation and recombination shuffle variation back and forth between the two pools with each generation.,ప్రతీ జనరేషన్‌తో రెండు సమూహాల మధ్య వేరుపరచడం ఇంకా తిరిగి కలపడం అనేది వైవిధ్యాన్నిముందుకు వెనుకకు మార్చుతుంది.,విభజన మరియు పునః సంయోగం ప్రతి తరం తో రెండు పూల్స్ మధ్య ముందుకు వెనుకకు వైవిధ్యం మిశ్రమం.,0.4881763458251953,ok
te,indic_nllb,"Hershey and Chase used phages, or viruses, to implant their own DNA into a bacterium.","Hershey మరియు Chase తమ సొంత DNAను బ్యాక్టీరియంలోకి ఎక్కించడానికి ఫేజ్‌లు, లేదా వైరస్‌లను ఉపయోగించారు.",హెర్షీ మరియు చెయిస్ తమ సొంత DNA ని బ్యాక్టీరియాలోకి ఇంప్లాంట్ చేయడానికి ఫేజీలు లేదా వైరస్లను ఉపయోగించారు.,0.6021645069122314,ok
te,indic_nllb,Commons Administrator Adam Cuerden expressed his frustration over the deletions when he spoke to Wikinews last month.,కామన్స్ అడ్మినిస్ట్రేటర్ ఆడమ్ క్యూర్డెన్ గత నెలలో వికిన్యూస్‌తో మాట్లాడినప్పుడు తొలగింపులపై తన నిరాశను వ్యక్తం చేశాడు. ,కామన్స్ అడ్మినిస్ట్రేటర్ ఆడమ్ క్యూర్డెన్ గత నెలలో వికీన్యూస్తో మాట్లాడినప్పుడు తొలగించిన వాటిపై తన విచారం వ్యక్తం చేశారు.,0.6805970668792725,ok
te,indic_nllb,Plans for vaccines to be delivered to the historically most affected areas this year were delayed due to lack of funds and low prioritisation relative to other diseases.,ఈ సంవత్సరం చారిత్రాత్మకంగా ఎక్కువగా ప్రభావితమైన ప్రాంతాలకు వ్యాక్సిన్లను పంపిణీ చేయాలనే ప్రణాళికలు నిధుల కొరత   మరియు ఇతర వ్యాధులతో పోలిస్తే తక్కువ ప్రాధాన్యత కారణంగా ఆలస్యం అయ్యాయి,ఈ ఏడాది అత్యంత ప్రభావితమైన ప్రాంతాలకు వ్యాక్సిన్లను పంపిణీ చేసే ప్రణాళికలు నిధుల కొరత మరియు ఇతర వ్యాధుల పరంగా ప్రాధాన్యత తక్కువగా ఉండటం కారణంగా ఆలస్యం అయ్యాయి.,0.8246638774871826,ok
te,indic_nllb,"For some, understanding something about how aircraft work and what happens during a flight may help to overcome a fear which is based on the unknown or on not being in control.","కొ౦తమ౦దికి, విమాన౦ ఎలా పనిచేస్తు౦దో, విమాన౦లో ఏమి జరుగుతు౦దో అర్థ౦ చేసుకోవడ౦ వల్ల తెలియని లేదా అదుపులో లేని భయ౦ ను౦డి బయటపడవచ్చు.",విమానాల పనితీరు మరియు విమానంలో ఏమి జరుగుతుందో అర్థం చేసుకోవడం వలన తెలియని లేదా నియంత్రణలో లేకపోవడంపై ఆధారపడిన భయాలను అధిగమించడంలో సహాయపడుతుంది.,0.7210395336151123,ok
te,indic_nllb,"As the areas are sparsely populated, and light pollution therefore often not a problem, you will also be able to enjoy the stars.","ఈ ప్రాంతాలలో జనాభా తక్కువగా ఉండటం వల్ల, మరియు కాంతి కాలుష్యం తరచుగా సమస్య కానందున, మీరు నక్షత్రాలను కూడా ఆనందించగలుగుతారు.","ఈ ప్రాంతాల్లో జనాభా తక్కువగా ఉన్నందున, కాంతి కాలుష్యం తరచుగా సమస్య కాదు కాబట్టి, మీరు కూడా నక్షత్రాలను ఆస్వాదించగలుగుతారు.",0.6429688930511475,ok
te,indic_nllb,Vatican City uses Italian in its legislation and official communications.,వాటికన్ సిటీ దాని చట్టం మరియు అధికారిక సంభాషణలలో ఇటాలియన్‌ భాషను ఉపయోగిస్తుంది.,వాటికన్ సిటీ తన చట్టాలలో మరియు అధికారిక సమాచారంలో ఇటాలియన్ భాషను ఉపయోగిస్తుంది.,0.41437697410583496,ok
te,indic_nllb,Subcultures bring together like-minded individuals who feel neglected by societal standards and allow them to develop a sense of identity.,"ఉప సంస్కృతులు, సామాజిక ప్రమాణాల ద్వారా నిర్లక్ష్యం చేయబడి మరియు వారిలో ఒకే గుర్తింపు భావన కలిగిన ఒకే మనస్తత్వం గల వ్యక్తులను ఒక దగ్గరికి చేరుస్తుంది.","సమాజ ప్రమాణాల ద్వారా నిర్లక్ష్యం చేయబడిందని భావించే ఒకేలా ఆలోచించే వ్యక్తులను ఉపసంస్కృతులు కలిపి, వారికి గుర్తింపు భావాన్ని అభివృద్ధి చేయడానికి అనుమతిస్తాయి.",0.657097578048706,ok
te,indic_nllb,The scenes are displayed on the pyramids and the different pyramids are lit up.,ఈ దృశ్యాలు పిరమిడ్లపై ప్రదర్శించబడతాయి మరియు వేరే పిరమిడ్లను వెలిగించబడ్డాయి.,ఈ దృశ్యాలు పిరమిడ్లపై ప్రదర్శించబడతాయి మరియు వివిధ పిరమిడ్లు వెలిగించబడతాయి.,0.4702627658843994,ok
te,indic_nllb,It is reported that some 9400 homes in the region are without water and approximately 100 without electricity.,"ఈ ప్రాంతంలో దాదాపు 9400 ఇళ్లలో నీరు లేకుండా, సుమారు 100 వరకు విద్యుత్ లేకుండా ఉన్నట్లు సమాచారం.","ఈ ప్రాంతంలో సుమారు 9,400 ఇళ్ళు నీటిని, సుమారు 100 ఇళ్ళు విద్యుత్ను కలిగి లేవని నివేదించారు.",0.45940327644348145,ok
te,indic_nllb,"He added that ""they should not, however, be asked to take on obligations that go beyond their development stage, responsibility and capabilities.""","""""""అయితే, వారు తమ అభివృద్ధి దశ, బాధ్యత సామర్థ్యాలను దాటి వెళ్ళే బాధ్యతలను స్వీకరించమని కోరకూడదు"""" అని కూడా ఆయన అన్నారు.""""""","""అయితే, వారి అభివృద్ధి దశ, బాధ్యత, సామర్థ్యాల కంటే మించి బాధ్యతలను చేపట్టమని వారిని అడగకూడదు"" అని ఆయన అన్నారు.",0.5387134552001953,ok
te,indic_nllb,Congress began funding the obscenity initiative in fiscal 2005 and specified that the FBI must devote 10 agents to adult pornography.,కాంగ్రెస్ 2005 ఆర్థిక సంవత్సరంలో అశ్లీల కార్యక్రమానికి నిధులను సమకూర్చడం ప్రారంభించింది మరియు FBI 10 మంది ఏజెంట్లను వయోజన అశ్లీల తత్వానికి అంకితం చేయాలని పేర్కొంది.,కాంగ్రెస్ 2005 ఆర్థిక సంవత్సరంలో అశ్లీలత కార్యక్రమానికి నిధులు సమకూర్చడం ప్రారంభించింది మరియు ఎఫ్బిఐ 10 మంది ఏజెంట్లను వయోజన అశ్లీలతకు కేటాయించాలని పేర్కొంది.,0.9343469142913818,ok
te,indic_nllb,"Famous singers across the country presented bhajans, or devotional songs, to Shri Shyam's feet.","దేశవ్యాప్తంగా ఉన్న ప్రముఖ గాయకులు శ్రీ శ్యాము పాదాలకు భజనలు, లేదా భక్తి గీతాలు సమర్పించారు.","దేశవ్యాప్తంగా ప్రసిద్ధ గాయకులు శ్రీ శ్యామ్ పాడేవారికి భజనాలు, లేదా భక్తి పాటలు అందించారు.",0.5380613803863525,ok
te,indic_nllb,It is Martelly's fifth CEP in four years.,గత 4 సంవత్సరాలలో వరుసగా ఐదవ సారి Martelly మెంబర్‌గా ఏర్పడిన CEP.,ఇది నాలుగు సంవత్సరాలలో మార్టెల్లీ ఐదవ CEP.,0.273240327835083,ok
te,indic_nllb,"France is the seventh country in the European Union to suffer this virus; following Austria, Germany, Slovenia, Bulgaria, Greece and Italy.","ఆస్ట్రియా, జర్మనీ, స్లోవేనియా, బల్గేరియా, గ్రీస్ మరియు ఇటలీ తరువాత ఈ వైరస్ బారిన పడిన ఐరోపా యూనియన్ దేశాలలో ఫ్రాన్స్ ఏడవ దేశం. ","ఈ వైరస్ సోకిన యూరోపియన్ యూనియన్ లో ఫ్రాన్స్ ఏడవ దేశం. ఆస్ట్రియా, జర్మనీ, స్లోవేనియా, బల్గేరియా, గ్రీస్, ఇటలీ తరువాత.",0.852592945098877,ok
te,indic_nllb,"During the 1976 selections he advised Carter on foreign policy, then served as National Security Advisor (NSA) from 1977 to 1981, succeeding Henry Kissinger.","1976 ఎంపికల సమయంలో అతను కార్టర్‌కు విదేశాంగ విధానంపై సలహా ఇచ్చాడు, తరువాత 1977 నుండి 1981 వరకు జాతీయ భద్రతా సలహాదారుగా (ఎన్‌ఎస్‌ఏ) పనిచేశాడు, హెన్రీ కిస్సింజర్ తరువాత.","1976 ఎన్నికల సమయంలో అతను విదేశాంగ విధానంలో కార్టర్కు సలహా ఇచ్చాడు, తరువాత 1977 నుండి 1981 వరకు జాతీయ భద్రతా సలహాదారు (NSA) గా పనిచేశాడు, హెన్రీ కిస్సింగర్ను పరిపాలించాడు.",0.9244298934936523,ok
es,marian,British pounds will generally be accepted anywhere in the islands and within Stanley credit cards and United States dollars are also often accepted.,"Se suelen aceptar libras esterlinas en cualquier sitio dentro de las islas. En Stanley, también se puede pagar con tarjetas de crédito o dólares estadounidenses.",Las libras británicas generalmente se aceptan en cualquier parte de las islas y en Stanley tarjetas de crédito y dólares de los Estados Unidos también se aceptan a menudo.,109.24671030044556,ok
es,marian,"One was sent to George Washington on July 6, who had it read to his troops in New York on July 9. A copy reached London on August 10.","El 6 de julio se envió una copia a George Washington, quien ordenó que se la leyeran a su ejército en Nueva York el 9 de julio. El 10 de agosto llegó otra copia a Londres.","Uno fue enviado a George Washington el 6 de julio, quien lo leyó a sus tropas en Nueva York el 9 de julio.",0.17172503471374512,ok
es,marian,"Montevideo is in the subtropics; in the summer months, temperatures above +30°C are common.","Montevideo se ubica en los subtrópicos, con frecuentes temperaturas superiores a +30° C durante el verano. ","Montevideo está en el subtrópico; en los meses de verano, las temperaturas superiores a +30°C son comunes.",0.1824955940246582,ok
es,marian,He is speculated to make a run for president in 2016.,Se especula que se presentará a las elecciones presidenciales en 2016.,Se especula que se presentará a la presidencia en 2016.,0.07250618934631348,ok
es,marian,"This is the place the British colonisers took as their own and so if you are looking for evidence of the territory's colonial past, this is a good place to start.","Este es el sitio que los conquistadores británicos adoptaron como propio. Por ello, si desea ver pruebas del pasado colonial de esta región, es un sitio conveniente por dónde empezar.","Este es el lugar que los colonizadores británicos tomaron como propio y si están buscando evidencia del pasado colonial del territorio, este es un buen lugar para empezar.",0.1987595558166504,ok
es,marian,"The qualities that determine a subculture as distinct may be linguistic, aesthetic, religious, political, sexual, geographical, or a combination of factors.","Los rasgos que distinguen a una subcultura pueden ser lingüísticos, estéticos, sexuales, geográficos o estar relacionados con la religión o la política, o una mezcla de factores.","Las cualidades que determinan una subcultura como distinta pueden ser lingüísticas, estéticas, religiosas, políticas, sexuales, geográficas o una combinación de factores.",0.20432138442993164,ok
es,marian,"Aristotle, a philosopher, theorised that everything is made up of a mixture of one or more of four elements. They were earth, water, air, and fire.","El filósofo Aristóteles desarrolló la teoría de que todo está formado por una combinación de uno o varios de cuatro elementos: tierra, agua, aire y fuego.","Aristóteles, filósofo, teorizó que todo está compuesto por una mezcla de uno o más de cuatro elementos: tierra, agua, aire y fuego.",0.21834969520568848,ok
es,marian,The term bug is used by entomologists in a formal sense for this group of insects.,Los entomólogos emplean el término insecto parásito en un sentido formal para referirse a este grupo de artrópodos.,El término bug es utilizado por los entomólogos en un sentido formal para este grupo de insectos.,0.13488221168518066,ok
es,marian,The Report is highly critical of almost every aspect of the present policy of the Executive towards Iraq and it urges an immediate change of direction.,"El informe es sumamente crítico con prácticamente cada aspecto de la política vigente del poder ejecutivo en Irak, y apela a un cambio inmediato de dirección.",El informe es sumamente crítico con casi todos los aspectos de la política actual del Ejecutivo respecto del Iraq e insta a un cambio inmediato de dirección.,0.18832898139953613,ok
